Сумма.баллов,Оценка.1,Оценка.2,Оценка.3,Оценка.4,ГТО.оценка,Сочинение.оценка,Аттестат.с.отличием.оценка,Оригинал.,Общежитие,Дата.заявления,Тип.насел..пункта,Участие.в.олимпиадах,Дата.выдачи.док..об.образов,Школа,Сумма.положительных.оценок,,,
300,70,84,58,85,0,3,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,26.06.2018,ГОРОД,Не является  победителем олимпиады,23.06.2018,ЛИЦ 1502 МОСКВ,297,,,
344,80,70,96,96,0,2,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,26.06.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ЛИЦ 1533 МОСКВ,342,,,
300,65,78,70,85,0,2,0,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,26.06.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,СОШ 1251 МОСКВ,298,,,
384,100,100,92,91,0,1,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,26.06.2018,ГОРОД,Призер олимпиады из Перечня,22.06.2018,СУНЦ МГ,383,,,
346,75,82,100,85,2,2,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,26.06.2018 12:58:55,ГОРОД,Победитель олимпиады из Перечня,23.06.2018,УНИВЕРСИТЕТСК ГИМНАЗ МГ,342,,,
385,100,96,96,91,0,2,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,26.06.2018,НАСЕЛЕННЫЙ ПУНКТ ГОРОДСКОГО ТИПА,Призер олимпиады из Перечня,22.06.2018,СУНЦ МГ,383,,,
341,70,86,96,87,0,2,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,26.06.2018 13:07:40,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,СОШ 179 МОСКВ,339,,,
369,100,96,90,82,0,1,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,26.06.2018,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Призер олимпиады из Перечня,22.06.2018,СУНЦ МГ,368,,,
355,80,82,90,94,2,2,5,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,26.06.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,СОШ 2086 МОСКВ,346,,,
318,65,84,64,98,0,2,5,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,26.06.2018,ГОРОД,Не является  победителем олимпиады,23.06.2018,СОШ 3 КРАСНОГОРСК,311,,,
328,75,82,66,96,2,2,5,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,26.06.2018 13:38:09,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,СОШ 1191 МОСКВ,319,,,
302,60,78,74,89,0,1,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,26.06.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Призер олимпиады из Перечня,23.06.2018,ЛИЦ 1580 МОСКВ,301,,,
380,100,84,100,94,0,2,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,26.06.2018 13:46:42,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Призер олимпиады из Перечня,23.06.2018,ЛИЦ 1580 МОСКВ,378,,,
399,100,98,100,94,0,2,5,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,26.06.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Победитель олимпиады из Перечня,23.06.2018,ЛИЦ 1580 МОСКВ,392,,,
311,70,72,78,89,0,2,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,26.06.2018 13:57:03,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Не является  победителем олимпиады,23.06.2018,ЛИЦ 19 КОРОЛЕВ,309,,,
338,65,90,85,91,0,2,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,26.06.2018,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Не является  победителем олимпиады,30.06.2017,ЛИЦ КИРИЛЛ МЕФОДИЯ СМОЛЕНСК,331,,,
305,60,76,100,67,0,2,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,26.06.2018 14:24:24,ГОРОД,Призер олимпиады из Перечня,22.06.2018,СУНЦ МГ,303,,,
332,100,82,64,82,2,2,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,26.06.2018,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Призер олимпиады из Перечня,21.06.2018,ЛИЦ 239 САНКТ,328,,,
383,100,86,96,94,0,2,5,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,26.06.2018 14:28:25,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Призер олимпиады из Перечня,23.06.2018,ЛИЦ 12 ХИМК,376,,,
328,100,84,61,82,0,1,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,26.06.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Призер олимпиады из Перечня,23.06.2018,СОШ 2007 МОСКВ,327,,,
372,100,100,92,80,0,0,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,26.06.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Призер олимпиады из Перечня,23.06.2018,СОШ 2007 МОСКВ,372,,,
315,60,80,82,91,0,2,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,26.06.2018 14:57:57,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ГИМНАЗ 45 МОСКВ,313,,,
314,55,84,71,96,0,3,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,26.06.2018 14:58:17,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Не является  победителем олимпиады,25.06.2016,ГИМНАЗ МАЙСК ГИМНАЗ БЕЛГОРОДСК РАЙОН БЕЛГОРОДСК ОБЛАСТИ,306,,,
287,45,80,76,80,0,1,5,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,26.06.2018 15:02:14,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,СОШ 2031 МОСКВ,281,,,
317,60,90,88,78,0,1,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,26.06.2018 15:04:55,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ЛИЦ 1511,316,,,
308,70,80,66,91,0,1,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,26.06.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ЛИЦ 1502 МОСКВ,307,,,
286,35,76,86,87,0,2,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,26.06.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ЛИЦ 1501 МОСКВ,284,,,
308,50,82,84,91,0,1,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,26.06.2018 15:56:11,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,СОШ 192 МОСКВ,307,,,
317,60,80,86,89,0,2,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,26.06.2018 15:57:15,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Не является  победителем олимпиады,23.06.2018,ЛИЦ 1580 МОСКВ,315,,,
374,100,90,88,89,0,2,5,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,26.06.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Призер олимпиады из Перечня,23.06.2018,СОШ 2107 МОСКВ,367,,,
312,70,84,61,91,0,1,5,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,26.06.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,СОШ 2107 МОСКВ,306,,,
324,60,84,84,94,0,2,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,26.06.2018 16:22:24,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ГИМНАЗ 45 МОСКВ,322,,,
367,100,84,98,82,0,3,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,26.06.2018,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,Призер олимпиады из Перечня,23.06.2018,ЛИЦ 1511,364,,,
380,100,86,92,98,2,2,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,26.06.2018 16:35:52,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Призер олимпиады из Перечня,23.06.2018,СОШ 2086 МОСКВ,376,,,
344,65,88,94,88,2,2,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,26.06.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,30.06.2017,ЛИЦ КИРИЛЛ МЕФОДИЯ СМОЛЕНСК,335,,,
316,75,90,70,80,0,1,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,26.06.2018 17:23:33,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ГИМНАЗ 1540 МОСКВ,315,,,
371,100,80,92,98,0,1,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,26.06.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Призер олимпиады из Перечня,21.06.2018,СОШ 171 МОСКВ,370,,,
339,70,80,86,100,0,3,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,26.06.2018 18:09:04,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,СОШ 2086 МОСКВ,336,,,
319,60,78,90,89,0,2,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,26.06.2018 18:13:31,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,УНИВЕРСИТЕТСК ГИМНАЗ МГ,317,,,
313,60,68,94,89,0,2,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,26.06.2018 18:18:29,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,СОШ 109 МОСКВ,311,,,
364,80,98,90,94,0,2,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,26.06.2018 18:21:13,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ГИМНАЗ 1514 МОСКВ,362,,,
379,85,88,98,100,0,3,5,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,26.06.2018 18:22:48,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,СОШ 548 МОСКВ,371,,,
363,90,96,86,89,0,2,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,26.06.2018 18:27:06,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ГИМНАЗ 1538 МОСКВ,361,,,
312,65,90,90,66,0,1,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,26.06.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ЛИЦ 1580 МОСКВ,311,,,
343,60,90,89,96,0,3,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,27.06.2018,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Призер олимпиады из Перечня,28.06.2017,ЛИЦ 2 ЧЕБОКСАР,335,,,
298,60,72,66,94,0,1,5,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,27.06.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,СОШ ЗОЛОТОЕ СЕЧЕНИЕ МОСКВ,292,,,
320,60,74,84,94,0,3,5,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,27.06.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,СОШ 1288 МОСКВ,312,,,
396,100,96,100,100,0,0,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,27.06.2018 12:09:30,ГОРОД,Призер олимпиады из Перечня,23.06.2018,УНИВЕРСИТЕТСК ГИМНАЗ МГ,396,,,
333,65,82,88,91,0,2,5,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,27.06.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,СОШ 1238 МОСКВ,326,,,
369,90,94,94,85,0,1,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,27.06.2018 12:51:24,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Не является  победителем олимпиады,23.06.2018,СУНЦ НГ,363,,,
341,60,86,92,96,0,2,5,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,27.06.2018,ГОРОД,Не является  победителем олимпиады,23.06.2018,ГИМНАЗ 3 КОРОЛЕВ,334,,,
326,85,86,94,61,0,0,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,27.06.2018 13:11:17,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,СОШ 444 МОСКВ,326,,,
323,70,74,90,87,0,2,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,27.06.2018 13:15:59,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ГИМНАЗ 710 МОСКВ,321,,,
291,35,76,84,89,0,2,5,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,27.06.2018,ГОРОД,Не является  победителем олимпиады,24.06.2018,СОШ 3 РЕУТОВ,284,,,
317,70,74,74,98,0,1,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,27.06.2018 13:25:10,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,СОШ 2005 МОСКВ,316,,,
404,100,100,100,96,0,3,5,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,27.06.2018 13:27:52,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Призер олимпиады из Перечня,23.06.2018,ЛИЦ ТРОИЦК,396,,,
356,80,88,92,89,0,2,5,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,27.06.2018 13:33:18,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ЛИЦ ТРОИЦК,349,,,
338,70,82,86,98,0,2,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,27.06.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ЛИЦ 1511,336,,,
317,55,86,96,78,0,2,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,27.06.2018 14:32:19,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,СОШ 1953 МОСКВ,315,,,
280,55,72,59,94,0,0,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,27.06.2018 14:33:42,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ГИМНАЗ 710 МОСКВ,280,,,
371,85,88,100,91,0,2,5,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,27.06.2018 15:32:41,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ЛИЦ 1580 МОСКВ,364,,,
313,55,78,92,80,2,1,5,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,27.06.2018 15:37:58,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Не является  победителем олимпиады,23.06.2018,ГИМНАЗ 1544 МОСКВ,305,,,
221,35,56,66,64,0,0,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,27.06.2018 15:44:45,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,СОШ РОМАНОВСК ШКОЛА МОСКВ,221,,,
313,50,84,90,87,0,2,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,27.06.2018 15:52:46,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,СОШ 444 МОСКВ,311,,,
305,35,84,92,94,0,0,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,27.06.2018,ГОРОД,Не является  победителем олимпиады,23.06.2018,ЛИЦ 1502 МОСКВ,305,,,
330,50,82,98,96,2,2,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,27.06.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,СОШ 654 МОСКВ,326,,,
273,40,74,78,78,2,1,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,27.06.2018 16:14:37,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Не является  победителем олимпиады,25.06.2018,СОШ ИНТЕРНАТ МИД РФ,270,СОШ,,
334,100,82,84,66,0,2,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,27.06.2018 16:14:38,ГОРОД,Призер олимпиады из Перечня,24.06.2018,ЛИЦ 7 ХИМК,332,,,
246,35,72,61,76,0,2,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,27.06.2018 16:38:00,ГОРОД,Не является  победителем олимпиады,23.06.2018,СОШ ЛОГОС МЫТИЩ,244,,,
385,100,92,100,91,0,2,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,27.06.2018 16:41:53,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Призер олимпиады из Перечня,23.06.2018,ЛИЦ 31 ЧЕЛЯБИНСК,383,,,
350,100,84,78,87,0,1,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,27.06.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Призер олимпиады из Перечня,23.06.2018,ЛИЦ ВТОРАЯ ШКОЛА МОСКВ,349,,,
339,75,80,88,94,0,2,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,27.06.2018 16:54:50,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,СОШ 1329 МОСКВ,337,,,
289,65,68,66,87,2,1,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,27.06.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,СОШ ПЯТЬДЕСЯТ СЕДЬМ МОСКВ,286,,,
314,60,92,72,89,0,1,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,27.06.2018 17:25:18,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ГИМНАЗ 1542 МОСКВ,313,,,
258,30,72,74,82,0,0,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,27.06.2018 17:39:42,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Не является  победителем олимпиады,23.06.2018,ЛИЦ 1589 МОСКВ,258,,,
306,65,74,70,94,2,1,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,27.06.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ГИМНАЗ 1619 МОСКВ,303,,,
378,100,86,96,94,0,2,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,27.06.2018 17:43:47,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Победитель олимпиады из Перечня,23.06.2018,ЛИЦ 1568 МОСКВ,376,,,
343,70,84,84,98,0,2,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,27.06.2018 17:44:29,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Не является  победителем олимпиады,23.06.2018,ЛИЦ 6 ДУБН,336,,,
347,65,96,90,94,0,2,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,27.06.2018 17:45:51,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ЛИЦ 1511,345,,,
322,60,92,88,80,0,2,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,27.06.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,СОШ 2007 МОСКВ,320,,,
334,75,76,88,94,0,1,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,27.06.2018 18:06:28,НАСЕЛЕННЫЙ ПУНКТ ГОРОДСКОГО ТИПА,Не является  победителем олимпиады,23.06.2018,СОШ 1467 МОСКВ,333,,,
360,100,80,90,87,0,3,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,28.06.2018 11:41:28,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,Призер олимпиады из Перечня,23.06.2018,УНИВЕРСИТЕТСК ГИМНАЗ МГ,357,,,
276,40,78,60,91,0,2,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,28.06.2018,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Не является  победителем олимпиады,23.06.2018,ЛИЦ 9 КАЛУГ,269,,,
362,85,86,94,87,2,3,5,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,28.06.2018 12:19:25,ГОРОД,Не является  победителем олимпиады,23.06.2018,УНИВЕРСИТЕТСК ГИМНАЗ МГ,352,,,
337,75,82,92,87,0,1,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,28.06.2018,НАСЕЛЕННЫЙ ПУНКТ ГОРОДСКОГО ТИПА,Не является  победителем олимпиады,25.06.2018,ГИМНАЗ ОБНИНСК,336,,,
270,55,70,66,78,0,1,0,FALSE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,28.06.2018 12:46:25,ГОРОД,Не является  победителем олимпиады,23.06.2018,СОШ 17 МОСКВ,269,,,
343,65,88,92,96,0,2,0,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,28.06.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,СОШ 1236 МОСКВ,341,,,
390,100,82,100,98,2,3,5,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,28.06.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Призер олимпиады из Перечня,26.06.2018,ЛИЦ 15 ХИМК,380,,,
369,90,80,98,96,0,0,5,FALSE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,28.06.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ЛИЦ 1511,364,,,
